,text,created_at,id_str,retweet_count,favorite_count,in_reply_to_screen_name,geo,source,language,followers_count,id,name_at_tweet_time,screen_name,user_location,user_created_at,search_term_group,search_term,ibm_watson_sentiment,ibm_watson_sentiment_label
2472,@Gii_Gigabyte A cara do governo,2021-11-22 02:20:37,1462606916853673984,0,0,Gii_Gigabyte,,Twitter for Android,pt,317,837084864356679680,O eterno romântico,vulgo_joaov,"Realengo, Rio de Janeiro",2017-03-01 23:39:18+00:00,gigabyte,Gigabyte,-0.709619,negative
2045,"quinta-feira, 25 de novembro de 2021

Fab: Gigabyte  | 🥷 Prime Desconto

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondida… https://t.co/zlxeMLLSB2",2021-11-26 01:07:37,1464038097860145152,0,0,gpubipolar,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,gigabyte,Gigabyte,-0.548696,negative
1953,"@thepowerguido01 Bom dia! Hoje quem fabrica a Vaio é a positivo, eu te recomendaria outra marca 👍",2021-11-24 12:56:37,1463491748290826240,0,1,thepowerguido01,,Twitter Web App,pt,71,1458425665980702724,O MELHOR NOTEBOOK PARA VOCÊ!,ajudantbk,Goiânia,2021-11-10 13:26:03+00:00,sony,vaio,0.964066,positive
1168,MST= MAIOR RAÇA DE VAGABUNDO FILHO DA PUTA VAIO SAFADO QUE JA PASSOU PELA TERRA.,2021-11-29 12:27:19,1465296310760882176,0,0,,,Twitter for Android,pt,100,242051135,Gabriel do Deserto,furtadogabriel_,,2011-01-23 20:38:05+00:00,sony,vaio,-0.9518,negative
569,"Atualizou o Produto: Placa de Vídeo Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX30… https://t.co/tDptsEsbyS",2021-11-26 09:24:35,1464163162656329728,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral
698,"MacBook Pro com M1 Max é mais veloz, frio e silencioso que modelo Intel https://t.co/9Xq9y9NFtT",2021-11-26 14:54:02,1464246069886287872,2,13,,,canalte.ch,pt,269750,554182536,Canaltech,canaltech,"São Paulo, Brasil",2012-04-15 05:28:53+00:00,apple,macbook pro,0.0,neutral
2126,RT @Fodase_Bot: Foda-se gigabyte,2021-11-26 23:01:37,1464368775843753984,1,0,,,Twitter for Android,pt,264,218945859,Zest,WarofCrystal,Cornelia,2010-11-23 15:00:37+00:00,gigabyte,Gigabyte,-0.791111,negative
1157,@nathdev3 Funciona isso? Funcionou pró MacBook 💻? Preciso disso pra porscheta  😂,2021-11-22 13:26:00,1462774365490196480,0,1,nathdev3,,Twitter for iPhone,pt,615,34717199,Luis Machado Reis 🐊🐊,luismachadoreis,Uberlândia - Brazil,2009-04-23 20:20:16+00:00,apple,macbook pro,-0.557038,negative
529,No macbook o photoshop (crackeado) parou de funcionar. Ainda bem que eu comprei está dádiva pro mac mini.,2021-11-26 20:05:37,1464324484018671616,0,0,,,Twitter for iPhone,pt,214,61369735,George Daluz,georgedaluz,"Foz do Iguaçu, Brasil",2009-07-30 02:46:32+00:00,apple,macbook pro,0.476084,positive
325,Agora sim https://t.co/ixEq7vkDkq,2021-11-25 15:44:47,1463896454456561664,0,1,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,0.807519,positive
1390,"@Atos32Matheus @GaBRieLLisboa83 @observatorioGPU Verdade. Acompanhei o monitor Gigabyte G24F na @kabumcombr , desde… https://t.co/Dl1RVAfSkb",2021-11-29 10:14:01,1465262766378434560,0,1,Atos32Matheus,,Twitter for Android,pt,7,747866977822253056,Fabio Meira,Fabex_7,,2016-06-28 18:59:17+00:00,gigabyte,Gigabyte,0.469753,positive
1730,"@Ravvena Olha, eu geralmente compro só gigabyte ou Asus, um bom jeito é ver se os recursos já te atendem na faixa d… https://t.co/wIM8HLFQvf",2021-11-27 22:02:44,1464716346055348224,0,1,Ravvena,,Twitter for Android,pt,211,1156325975799603200,Olivia - The Collector,Olivia_itnw,Rio de Janeiro,2019-07-30 22:09:30+00:00,gigabyte,Gigabyte,0.966339,positive
770,"Notebook Lenovo ideapad Gaming 3i i7-10750H 16GB 512GB ssd gtx 1650 4GB (Americanas)

‼️ Info no link abaixo

&gt;&gt;… https://t.co/HIlvQbpHyI",2021-11-27 02:28:58,1464420958110953472,0,2,,,Twitter Web App,pt,3260,4235411565,DescontoEmGames,DescontoemGames,,2015-11-20 15:35:44+00:00,lenovo,ideapad,-0.286639,negative
380,"https://t.co/s4golCLYvl

Asus Zenbook Pro 14 UX480FD - PROMOÇÃO: a 700€ https://t.co/qCLmLRIfvS",2021-11-26 10:34:35,1464180778280144896,1,1,,,Twitter for iPhone,pt,108,2544270948,O Neves,o_neves__,"Lisboa, Portugal",2014-06-03 20:53:47+00:00,asus,zenbook,0.866239,positive
2234,eu ODEIO a debora,2021-11-26 04:02:21,1464082070695780352,0,0,,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,-0.982497,negative
1298,@alinezitadias Notebook Samsung Book Intel Core I5-1135g7 8gb 256gb Ssd (Intel Iris Xe) Windows 10 Fhd Tela 15.6''… https://t.co/SEOPdVg3bk,2021-11-23 21:22:33,1463256681119461376,0,1,alinezitadias,,Twitter Web App,pt,11,3311313483,JOGODOBIXO2021,JOGODOBIXO2021,,2015-06-07 01:29:28+00:00,samsung,samsung book,0.0,neutral
811,"Atualizou o Produto: Placa de Vídeo Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX30… https://t.co/k4V9RVWAHG",2021-11-26 08:42:42,1464152621472796672,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral
1531,"Placa-Mãe Asus ROG Strix Z490-I Gaming, Intel LGA 1200, Mini-ITX, DDR4

🙁 SUBIU e AGORA CUSTA: R$ 2.199,90 + (6.80%… https://t.co/SklvZmWsCg",2021-11-25 04:12:48,1463722313787088896,0,0,,,Hardware Bipolar v1,pt,2441,1294713842690338816,PLACA-MÂE Bipolar // 🤖Monitoro preços de MoBo,placamaebipolar,,2020-08-15 19:13:37+00:00,asus,rog strix,0.0,neutral
2106,"Gigabyte Radeon RX 6600 EAGLE, 8GB GDDR6, Preto - GV-R66EAGLE-8GD

😃 REDUZIU e CUSTA: R$ 3.755,90 (-6.10%) 

📉 QUED… https://t.co/kiLYhzrewl",2021-11-25 23:51:44,1464018999424045056,0,0,,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,gigabyte,Gigabyte,-0.470405,negative
744,imagina falar isso sobre a fabricante do thinkpad https://t.co/9AtAzh9Tgt,2021-11-24 22:28:04,1463635557599391744,0,1,,,Twitter Web App,pt,871,1186256103761502208,yyyyyyyan,yyyyyyyan_,contact@yyyyyyyan.tech,2019-10-21 12:21:17+00:00,lenovo,thinkpad,0.0,neutral
1539,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte AORUS NVIDIA GeForce RTX 3070 Ti MASTER 8G LHR, 8GB GDDR6X, RG… https://t.co/LWEkWd9lE4",2021-11-28 00:15:05,1464749650984984576,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.629878,positive
2300,"quinta-feira, 25 de novembro de 2021

Fab: Gigabyte 

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondidas: 0/134 Sucesso: -… https://t.co/E9yiXsNrMe",2021-11-25 15:10:55,1463887930699694080,0,0,notebipolar,,Hardware Bipolar v1,pt,923,1285206675469803522,NOTEBOOK bipolar // 🤖Monitoro preços de notebook,notebipolar,,2020-07-20 13:35:44+00:00,gigabyte,Gigabyte,0.0,neutral
2483,@hpc4io tudo ruim,2021-11-22 02:16:36,1462605905267150848,0,1,hpc4io,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,-0.956183,negative
453,"@lzfnsc @NovasRodrigo @MercadoLivre Luíza, como recebeu um MacBook Air ao invés do Pro, você pode iniciar uma recla… https://t.co/6hbxdKdiNR",2021-11-27 10:48:19,1464546622193422336,0,0,lzfnsc,,CxSocial,pt,3137,1339620471596322816,ML_ajuda,ml_ajuda,,2020-12-17 17:19:57+00:00,apple,macbook pro,-0.435325,negative
1156,@Rolandinho - Kra vi seu vídeo sobre o MacBook Pro e tenho um dúvida cruel: Vc traz sua caixa (do MacBook) na volta… https://t.co/7gnComhpOR,2021-11-22 14:02:36,1462783575842033664,0,0,Rolandinho,,Tweetbot for iΟS,pt,138,43214045,Ivo Santanelli,ivo1107,São Paulo,2009-05-28 22:35:07+00:00,apple,macbook pro,-0.455899,negative
123,Como pode um iPhone ser mais caro que um MacBook Pro?,2021-11-29 02:24:22,1465144576654594048,0,1,,,Twitter for iPhone,pt,494,22576338,Fabbinho Harcore SP,FabbinhoHC011,"Sao Paulo, Brazil",2009-03-03 03:09:27+00:00,apple,macbook pro,-0.615758,negative
398,@PCFactsbr Rapaz tem ofertas horríveis mesmo. Mas eu comprei um Monitor Acer Predator 240hz 27 polegadas agora por… https://t.co/gYMMWTt0Ne,2021-11-25 11:58:55,1463839614767177728,0,0,PCFactsbr,,Twitter for Android,pt,4,1036042455848824832,Iury Castro,IuryCastro2020,"Acre, Brazil",2018-09-02 00:05:45+00:00,acer,acer predator,-0.760252,negative
683,"O Produto voltou ao estoque: PLACA DE VÍDEO MSI GEFORCE, RTX 3060 GAMING X, 12GB GDDR6, DLSS, RAY TRACING, 912-V397… https://t.co/4cPJAnw1hU",2021-11-29 12:06:48,1465291148562509824,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,msi,msi placa,0.39889,positive
391,"Atualizou o Produto: Placa de Vídeo ASUS AMD Radeon RX 6700 XT, 16 Gbps, 12GB GDDR6 - ROG-STRIX-RX6700XT-O12G-GAMIN… https://t.co/oV6ePobe5b",2021-11-27 22:36:08,1464724749146374144,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral
18,"pensando em trocar de PC, mas aaaaaacho q não vai rolar. isso pq eu ainda pensaria em colocar 32gb de ram.

nesse n… https://t.co/3VQQFzsu4i",2021-11-28 18:39:48,1465027664717225984,0,2,,,Twitter Web App,pt,245,33302009,Ryuudan Impact,Ryuudan,Brasília,2009-04-19 20:21:00+00:00,dell,alienware,-0.938446,negative
2146,@VhabreuXD meu ídolo,2021-11-25 17:46:27,1463927073437896704,0,0,VhabreuXD,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.730357,positive
2511,"To vendendo essa placa, tá em excelente estado :)

https://t.co/ebcocpE1vH",2021-11-23 23:16:14,1463285290487975936,0,0,,,TweetDeck,pt,164,708262729,caio reis,pynk_42,021,2012-07-21 03:16:58+00:00,gigabyte,Gigabyte,0.958476,positive
2551,"@Gii_Gigabyte KAKAKAKAKAKKAKAKAKA ok ele é uma ótima influência então
Sub10 é perfeito",2021-11-21 14:40:44,1462430783793242112,0,1,Gii_Gigabyte,,Twitter for Android,pt,317,837084864356679680,O eterno romântico,vulgo_joaov,"Realengo, Rio de Janeiro",2017-03-01 23:39:18+00:00,gigabyte,Gigabyte,0.984538,positive
2599,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte Aorus NVIDIA GeForce RTX 3060 Elite Rev 1.0, RGB, 12G, GDDR6,… https://t.co/ECT9Pgbo5j",2021-11-22 05:36:04,1462656102701666304,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.0,neutral
1401,"RT @magalhaes_bfr: É que meu amor nunca morreu
Pitbull alvinegro assim sou eu UH-UH
Cavadinha no ano de 2010 que deixou todo mundo Loco Abr…",2021-11-26 15:40:16,1464257708627013632,2,0,,,Twitter for Android,pt,278,792907162918019072,Guito,toguiddr,021 2457,2016-10-31 01:52:54+00:00,sony,vaio,-0.475667,negative
101,"@ajudantbk O modelo: Notebook Lenovo Ultrafino IdeaPad 3 Ryzen 5-5500U 8GB SSD 256GB Amd Radeon Graphics Tela 15.6""… https://t.co/4LOxnCouKA",2021-11-26 11:27:00,1464193967885594624,0,1,ajudantbk,,Twitter for Android,pt,33,1405285431676215303,Julia,shivfuck,,2021-06-16 22:05:45+00:00,lenovo,ideapad,0.0,neutral
73,Não deu nem um ano mds https://t.co/l4gDwJCBxM,2021-11-29 10:58:33,1465273973609046016,0,0,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.881597,negative
1518,"@bekacontente A Sony parou de fabricar notebooks, hoje quem faz a linha vaio é a positivo.",2021-11-26 11:35:47,1464196180972388352,0,1,bekacontente,,Twitter Web App,pt,71,1458425665980702724,O MELHOR NOTEBOOK PARA VOCÊ!,ajudantbk,Goiânia,2021-11-10 13:26:03+00:00,sony,vaio,0.582844,positive
1712,Os cara vaio a Anita e agora tá chamando ela de gostosa esse é o torcedor brasileiro kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,2021-11-27 19:49:59,1464682935785766912,0,1,,,Twitter for Android,pt,14,1423624549455773707,Taldo Guilherme,Guitrunks_777,,2021-08-06 12:39:05+00:00,sony,vaio,0.64426,positive
1739,VAIO AÍ CARALHOOOOOO https://t.co/G3ATiKENLH,2021-11-23 03:38:09,1462988817724588032,0,0,,,Twitter for Android,pt,202,867197418135224327,cici,bbvcore,bw love tu . . . ‹3,2017-05-24 01:55:51+00:00,sony,vaio,0.439203,positive
1189,"@SamsungBrasil amig eu sou taurina, coisas boas é meu sobrenome

mas eu to aqui refletindo em um s21 ultra ou um samsung book",2021-11-26 14:06:19,1464234062005088256,0,0,SamsungBrasil,,Twitter Web App,pt,153,88302508,mary,marytlf,,2009-11-07 23:52:20+00:00,samsung,samsung book,0.855472,positive
2344,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte Aorus NVIDIA GeForce RTX 3060 Elite Rev 1.0, RGB, 12G, GDDR6,… https://t.co/dDlIn6RTyC",2021-11-23 16:24:02,1463181557733249024,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.0,neutral
2101,"@dumaudadepre que uma dica.... eu compraria esse daqui: pelo preço tendo Switch Cherry.... 
https://t.co/CvNhx2r5jt",2021-11-26 23:18:15,1464372960878342144,0,0,dumaudadepre,,Twitter Web App,pt,150,309370501,Matheus Dall Agnol,AgnolMatheus,"Caxias do Sul, Brasil",2011-06-02 00:10:56+00:00,gigabyte,Gigabyte,0.669895,positive
1374,"O Produto voltou ao estoque: PLACA DE VÍDEO MSI GEFORCE, RTX 3060 GAMING X, 12GB GDDR6, DLSS, RAY TRACING, 912-V397… https://t.co/VLIUxbQ27i",2021-11-23 16:36:54,1463184794397851648,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,msi,msi placa,0.39889,positive
1566,@wesleymchd eu assim,2021-11-29 03:22:15,1465159141194928128,0,1,wesleymchd,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.348021,positive
502,"Mano do céu o Moro é centro - esquerda aí fudeo pra mim, vou pegar o martelo e a foice e louvar Lenin https://t.co/CEV7DL6pws",2021-11-25 01:40:28,1463683975440916480,0,0,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,0.690968,positive
829,"@lierson Tem uns modelo que têm, tipo o IdeaPad 5G. Mas acho que vai do custo pra produzir.",2021-11-25 15:11:53,1463888175944851456,0,0,lierson,,Twitter Web App,pt,100,69070040,Kim,kimpastro,Brazil,2009-08-26 19:24:46+00:00,lenovo,ideapad,0.0,neutral
2089,"Eu não vaio o Moratita. Assim como Pato no timão, faltou paciência com ele no Chelsea. Subestimado.

#ChampionsNaHBOMax",2021-11-23 20:16:52,1463240151518388224,0,1,,,Twitter Web App,pt,165,716964068,Zé,jgribeirojr,"Franca, Brasil",2012-07-25 23:21:34+00:00,sony,vaio,-0.814321,negative
656,"RT @ruscillo: NOTEBOOK BARATO E DE QUALIDADE

Notebook Samsung Book NP550XDA-KO2BR Intel Celeron

4GB de RAM 
500GB de armazenamento 
15,6”…",2021-11-25 16:42:53,1463911077389996032,2,0,,,Twitter for Android,pt,22793,95303811,Canal Santista,radiosantista,"Santos, SP",2009-12-07 23:30:15+00:00,samsung,samsung book,0.625966,positive
1000,ontem eu e meus amigos (tinha mais gnt fora da foto) fomos na loja da apple aí a gnt tirou foto no Macbook e no 13… https://t.co/s7n5bVu0ci,2021-11-22 21:07:23,1462890475472490496,0,1,,,Twitter for iPhone,pt,96,1100870622811430912,👍🏼,joseex387,"fortaleza, ceará",2019-02-27 21:29:44+00:00,apple,macbook pro,-0.59791,negative
1677,"Gigabyte Radeon RX 6800 XT GAMING OC, 16 GB GDDR6 - GV-R68XTGAMING OC-16GD
R$ 8.999,90 ⭐⭐⭐
Menor preço em 90 dias:… https://t.co/QYh4Ti5bZ4",2021-11-28 23:59:49,1465108199749697536,0,0,pcbuildwizard,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,gigabyte,Gigabyte,0.69208,positive
370,@Palmeiras Manda esse português embora antes de dar entrevista esse burro e vai tomar no cu quem defende esse otario,2021-11-27 21:54:32,1464714280385794048,0,0,Palmeiras,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.993835,negative
821,@laailachaves @glaurexx A maioria das cidades do interior estão cancelando o carnaval,2021-11-24 19:31:58,1463591242059681792,0,0,laailachaves,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.768699,negative
561,Acer Predator Orion 5000 Chagou no Brasil https://t.co/y3HTzxAi8h,2021-11-24 22:06:36,1463630154404610048,0,0,,,WordPress.com,pt,584,3330826516,Nós Nerds #AbleGamersBR,NosNerds,"Belém, Brazil",2015-06-17 04:45:37+00:00,acer,acer predator,0.493825,positive
1926,"RT @gabivlrr: Salve rapaziadannn!
To vendendo minha placa mãe B460m Gigabyte 
Pouquíssimo Usada
R$ 600 conto 
Frete por minha conta.
Qualqu…",2021-11-27 17:57:10,1464654546995748864,20,0,,,Twitter for Android,pt,2219,75296091,BeTo SaNtOs,betosantos44,Minas ,2009-09-18 14:41:38+00:00,gigabyte,Gigabyte,0.841855,positive
1675,"Gigabyte GeForce RTX 3080 Ti GAMING OC, 12 GB GDDR6X, LHR - GV-N308TGAMING OC-12GD
R$ 13.499,82 ⭐⭐
Menor preço em 9… https://t.co/SvWb5mshnR",2021-11-28 23:59:52,1465108210818465792,0,1,pcbuildwizard,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,gigabyte,Gigabyte,0.654882,positive
1458,@caiobaxntj @fluxogg acho q vc é fã do fluxo vaio aqui pra ser reconhecido neném...,2021-11-26 13:47:47,1464229399188938752,0,2,caiobaxntj,,Twitter Web App,pt,6,1405610753093255172,Derek Denner,DerekDenner2,,2021-06-17 19:39:57+00:00,sony,vaio,0.68746,positive
1895,Vaio Experience https://t.co/BnYJILp6JW,2021-11-22 19:38:43,1462868164354756608,0,3,,,Twitter for Android,pt,391,1345252424152477697,goat,6oatgirl,o.o (priv: @crying_baa),2021-01-02 06:15:50+00:00,sony,vaio,0.800371,positive
1913,"@LuccaTwo Placa de vídeo é meio padrão mas eu sugiro uma galax, asus ou gigabyte também",2021-11-28 18:58:57,1465032481527238656,0,1,LuccaTwo,,Twitter Web App,pt,26,1375993737592119296,Paulo Souza,NabNabery,,2021-03-28 02:10:52+00:00,gigabyte,Gigabyte,0.0,neutral
1154,"Definitivamente a maioria das péssimas escolhas de design da Apple é culpa do John Ive.

Foi só ele sair da Apple q… https://t.co/GRjST1D90P",2021-11-22 14:44:43,1462794173464125440,0,0,,,Twitter for Android,pt,1870,36481662,Ward'z de Souza,Wardz_de_souzA,"Carapicuíba, SP - Brasil",2009-04-29 21:07:45+00:00,apple,macbook pro,-0.940984,negative
2567,"O Produto voltou ao estoque: Placa de Video Gigabyte Radeon RX 6600 Eagle, 8GB, GDDR6, 128-Bit, GV-R66EAGLE-8GD 
 P… https://t.co/Tdxa5mzF62",2021-11-22 20:16:49,1462877752193949696,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.826205,positive
2552,@amnda______ duas fodidas 🥰🥰🥰 boa prova amor,2021-11-21 14:39:52,1462430565865512960,0,0,amnda______,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.917712,positive
1045,"Notebook Samsung Book (NP550XDA-KF2BR)

Submarino
👉 https://t.co/3Difj5Td1x
🎟 Cupom: NIVEL10

Americanas
👉… https://t.co/90VRDOmTDI",2021-11-26 15:18:36,1464252253162950656,0,0,,,Twitter Web App,pt,2866,1081694427159150593,Jogo Barato,JogoBaratoTT,Brazil,2019-01-05 23:30:23+00:00,samsung,samsung book,0.703112,positive
265,"RT @HaruJiggly: Qual tipo de gamer você é? Pra todos os tipos, a chance de aproveitar a Black Friday é agora! Imagina o que dá pra fazer co…",2021-11-26 14:29:03,1464239782352015360,23,0,,,Twitter for iPhone,pt,1292,785956926223945728,marii,mmarimanzinii,"São Paulo, Brasil",2016-10-11 21:35:08+00:00,dell,alienware,0.870807,positive
1193,"Notebook Samsung Book Intel Celeron 6305 Dual-Core, 4GB, SSD 128GB, Windows 10 Pro, Tel...

😃 REDUZIU e CUSTA: R$ 2… https://t.co/yU4bnJ0Ffv",2021-11-26 13:37:16,1464226750662123520,0,0,,,Hardware Bipolar v1,pt,923,1285206675469803522,NOTEBOOK bipolar // 🤖Monitoro preços de notebook,notebipolar,,2020-07-20 13:35:44+00:00,samsung,samsung book,-0.337569,negative
1763,"domingo, 28 de novembro de 2021

Fab: Gigabyte  | 🥷 Prime Desconto

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondidas: 0/… https://t.co/ibX4VIBqDp",2021-11-28 22:11:24,1465080913428111360,0,0,placamaebipolar,,Hardware Bipolar v1,pt,2441,1294713842690338816,PLACA-MÂE Bipolar // 🤖Monitoro preços de MoBo,placamaebipolar,,2020-08-15 19:13:37+00:00,gigabyte,Gigabyte,-0.39676,negative
527,"Tô vendendo meu MacBook Pro 2019 8gb 256gb ssd 2,4 GHz. To com o da empresa agora e ele tá parado 💔",2021-11-26 21:13:51,1464341655499288576,0,0,,,Twitter for iPhone,pt,144,4846971179,Henrique Marques,hmarques98_,"João Pessoa, Brazil",2016-01-25 21:38:44+00:00,apple,macbook pro,-0.954226,negative
1078,@alinezitadias MacBook PRO M1 seria perfeito pra você,2021-11-22 17:12:32,1462831373014781952,0,2,alinezitadias,,Twitter Web App,pt,30,1289068909031755776,Julio C,juliocesar160M,USA,2020-07-31 05:22:42+00:00,apple,macbook pro,0.813215,positive
54,@xetdoecommerce O IdeaPad 3 com ryzen 7 tá nesse preço aí,2021-11-29 15:59:39,1465349749398294528,0,1,xetdoecommerce,,Twitter for Android,pt,43,3031008456,O desgraçado da corrente,Con_D_oriano_,continente negro,2015-02-19 18:16:27+00:00,lenovo,ideapad,0.0,neutral
2150,@pcbuildwizard Sem dúvidas. Foi a única loja que colocou os produtos com preços decentes e com estoque possível de… https://t.co/mb5kCDwIkt,2021-11-26 21:29:23,1464345563059654656,0,3,pcbuildwizard,,Twitter Web App,pt,12,1001749558974611456,DÆn,swano_dan,Brazil,2018-05-30 08:58:01+00:00,gigabyte,Gigabyte,-0.431269,negative
2561,@John_JohnS2 quero q vc se foda,2021-11-21 14:38:12,1462430146158280704,0,0,John_JohnS2,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,-0.718796,negative
2145,@laurenslbitch vou te ver amor,2021-11-25 17:47:01,1463927217025650688,0,1,laurenslbitch,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.971836,positive
1097,"I5 com preço de alguns i3, aproveitem que a promo tá boa

Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U… https://t.co/F779rrWPSP",2021-11-26 15:54:43,1464261341808635904,0,4,,,Twitter Web App,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,lenovo,ideapad,0.928142,positive
521,"#promoção #oferta  [Parcelado] Notebook - R$ 3.199,00  #notebook #Lenovo #informatica #BlackFriday #BlackFriday2021 https://t.co/hBM2uQNoyI",2021-11-28 04:19:02,1464811043281121280,0,0,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,lenovo,ideapad,0.0,neutral
1840,"A Macron, fornecedora esportiva do Bologna, divulgou um vídeo para celebrar os 20 anos da parceria com o clube ital… https://t.co/ZgFCuZ6rmO",2021-11-22 20:27:33,1462880452495253504,0,5,,,Twitter Web App,pt,2353,1157019234138038272,Bologna FC - Brasil 🇧🇷,bolognafcbrasil,"Bolonha, Emília Romana",2019-08-01 20:04:16+00:00,sony,vaio,0.0,neutral
889,"@cecibanida Nada
Pq eu trabalho e ganho mais salário que minha mãe e meu pai juntos
Mais tô pensando em me presente… https://t.co/M9LU3IDtff",2021-11-21 22:13:48,1462544802226970624,0,2,cecibanida,,Twitter for Android,pt,558,1391546183496179723,Choco Milk WRLD,makonhasexozap, Asteroide B-612,2021-05-10 00:11:39+00:00,asus,rog strix,0.64177,positive
1492,@igu_vieira Alguém já me disse isso também e fiquei de me certificar. O meu é acer e eu queria agora um Dell ou Son… https://t.co/dVJUR3UnNT,2021-11-25 00:53:16,1463672099835367424,0,1,igu_vieira,,Twitter for iPhone,pt,2642,325870856,Hosp Mafiador,hospmafiador,"Goiânia, Brazil",2011-06-29 00:44:13+00:00,sony,vaio,0.40212,positive
1892,"sexta-feira, 26 de novembro de 2021

Fab: Gigabyte  | 🥷 Prime Desconto

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondidas… https://t.co/2T6ZmhKcFl",2021-11-26 15:21:09,1464252893985390592,0,1,gpubipolar,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,gigabyte,Gigabyte,-0.518474,negative
